Country,Sector,Year,Gas,Sample group,Break type,Coefficient,Target p-value,Standard Error,T-stat,P-value
Costa Rica,Civil aviation,2004,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,1.375,0.010,0.164,8.374,0.000
Costa Rica,Civil aviation,2004,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,1.238,0.001,0.347,3.568,0.000
Costa Rica,Civil aviation,2004,Methane (CH4),OECD with EU15 effects,positive,0.762,0.050,0.127,6.014,0.000
Costa Rica,Civil aviation,2004,Methane (CH4),OECD with EU15 effects,positive,0.809,0.010,0.151,5.343,0.000
Costa Rica,Civil aviation,2004,Methane (CH4),OECD with EU15 effects,positive,0.955,0.001,0.160,5.960,0.000
Costa Rica,Civil aviation,2004,Methane (CH4),OECD,negative,0.616,0.050,0.138,4.455,0.000
Costa Rica,Civil aviation,2004,Methane (CH4),OECD,negative,0.647,0.010,0.161,4.029,0.000
Costa Rica,Civil aviation,2004,Methane (CH4),OECD,negative,0.789,0.001,0.165,4.792,0.000
Costa Rica,Civil aviation,2017,Methane (CH4),OECD with EU15 effects,positive,0.706,0.050,0.116,6.110,0.000
Costa Rica,Civil aviation,2017,Methane (CH4),OECD with EU15 effects,positive,0.772,0.010,0.138,5.597,0.000
Costa Rica,Civil aviation,2017,Methane (CH4),OECD,negative,0.790,0.050,0.126,6.263,0.000
Costa Rica,Civil aviation,2017,Methane (CH4),OECD,negative,0.841,0.010,0.147,5.738,0.000
Costa Rica,Civil aviation,2017,Methane (CH4),OECD,negative,0.904,0.001,0.151,5.977,0.000
Costa Rica,Direct N2O - managed soils,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.206,0.001,0.026,-7.989,0.000
Costa Rica,Direct N2O - managed soils,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.259,0.050,0.023,-11.458,0.000
Costa Rica,Direct N2O - managed soils,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.256,0.010,0.027,-9.670,0.000
Costa Rica,Direct N2O - managed soils,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.262,0.050,0.029,-9.083,0.000
Costa Rica,Direct N2O - managed soils,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.241,0.010,0.029,-8.394,0.000
Costa Rica,Direct N2O - managed soils,2004,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.164,0.050,0.026,6.335,0.000
Costa Rica,Direct N2O - managed soils,2005,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.148,0.010,0.025,5.855,0.000
Costa Rica,Direct N2O - managed soils,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.148,0.050,0.020,7.511,0.000
Costa Rica,Direct N2O - managed soils,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.119,0.010,0.023,5.269,0.000
Costa Rica,Electricity and heat,1996,Methane (CH4),OECD with EU15 effects,negative,-0.568,0.050,0.140,-4.054,0.000
Costa Rica,Electricity and heat,1996,Methane (CH4),OECD,negative,-0.524,0.050,0.140,-3.745,0.000
Costa Rica,Electricity and heat,1999,Carbon dioxide (CO2),OECD with EU15 effects,negative,-0.637,0.050,0.102,-6.267,0.000
Costa Rica,Electricity and heat,1999,Carbon dioxide (CO2),OECD with EU15 effects,negative,-0.655,0.010,0.119,-5.502,0.000
Costa Rica,Electricity and heat,1999,Carbon dioxide (CO2),OECD with EU15 effects,negative,-0.977,0.001,0.116,-8.413,0.000
Costa Rica,Electricity and heat,1999,Carbon dioxide (CO2),OECD,negative,-0.724,0.050,0.108,-6.686,0.000
Costa Rica,Electricity and heat,1999,Carbon dioxide (CO2),OECD,negative,-0.730,0.010,0.121,-6.049,0.000
Costa Rica,Electricity and heat,1999,Carbon dioxide (CO2),OECD,negative,-0.774,0.001,0.121,-6.381,0.000
Costa Rica,Electricity and heat,1999,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.633,0.050,0.101,-6.265,0.000
Costa Rica,Electricity and heat,1999,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.650,0.010,0.118,-5.491,0.000
Costa Rica,Electricity and heat,1999,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.726,0.001,0.120,-6.062,0.000
Costa Rica,Electricity and heat,1999,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.723,0.050,0.109,-6.617,0.000
Costa Rica,Electricity and heat,1999,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.883,0.010,0.107,-8.276,0.000
Costa Rica,Electricity and heat,1999,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.771,0.001,0.116,-6.629,0.000
Costa Rica,Electricity and heat,2004,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.543,0.050,0.140,3.865,0.000
Costa Rica,Electricity and heat,2005,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.558,0.050,0.131,4.276,0.000
Costa Rica,Electricity and heat,2005,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.552,0.010,0.153,3.608,0.000
Costa Rica,Electricity and heat,2005,Carbon dioxide (CO2),OECD,negative,0.552,0.050,0.139,3.964,0.000
Costa Rica,Electricity and heat,2005,Carbon dioxide (CO2),OECD,negative,0.542,0.010,0.155,3.491,0.001
Costa Rica,Electricity and heat,2005,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.555,0.050,0.130,4.272,0.000
Costa Rica,Electricity and heat,2005,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.549,0.010,0.152,3.602,0.000
Costa Rica,Electricity and heat,2005,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.539,0.010,0.155,3.478,0.001
Costa Rica,Electricity and heat,2006,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.849,0.050,0.125,6.797,0.000
Costa Rica,Electricity and heat,2006,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.888,0.010,0.147,6.064,0.000
Costa Rica,Electricity and heat,2006,Carbon dioxide (CO2),OECD with EU15 effects,positive,1.688,0.001,0.086,19.610,0.000
Costa Rica,Electricity and heat,2006,Carbon dioxide (CO2),OECD,negative,0.720,0.050,0.144,5.014,0.000
Costa Rica,Electricity and heat,2006,Carbon dioxide (CO2),OECD,negative,0.891,0.010,0.149,6.001,0.000
Costa Rica,Electricity and heat,2006,Carbon dioxide (CO2),OECD,negative,1.445,0.001,0.094,15.429,0.000
Costa Rica,Electricity and heat,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.847,0.050,0.124,6.822,0.000
Costa Rica,Electricity and heat,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.887,0.010,0.146,6.083,0.000
Costa Rica,Electricity and heat,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,1.433,0.001,0.093,15.488,0.000
Costa Rica,Electricity and heat,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.899,0.050,0.134,6.691,0.000
Costa Rica,Electricity and heat,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.891,0.010,0.148,6.007,0.000
Costa Rica,Electricity and heat,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,1.446,0.001,0.090,16.083,0.000
Costa Rica,Electricity and heat,2006,Methane (CH4),OECD with EU15 effects,positive,0.579,0.050,0.069,8.355,0.000
Costa Rica,Electricity and heat,2006,Methane (CH4),OECD with EU15 effects,positive,0.439,0.010,0.070,6.278,0.000
Costa Rica,Electricity and heat,2006,Methane (CH4),OECD with EU15 effects,positive,0.793,0.001,0.069,11.477,0.000
Costa Rica,Electricity and heat,2006,Methane (CH4),OECD,negative,0.481,0.050,0.075,6.408,0.000
Costa Rica,Electricity and heat,2006,Methane (CH4),OECD,negative,0.484,0.010,0.069,6.994,0.000
Costa Rica,Electricity and heat,2006,Methane (CH4),OECD,negative,0.672,0.001,0.067,9.957,0.000
Costa Rica,Electricity and heat,2011,Carbon dioxide (CO2),OECD,negative,-1.082,0.050,0.115,-9.445,0.000
Costa Rica,Electricity and heat,2013,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-1.238,0.050,0.102,-12.192,0.000
Costa Rica,Electricity and heat,2015,Carbon dioxide (CO2),OECD with EU15 effects,negative,-1.285,0.050,0.094,-13.607,0.000
Costa Rica,Electricity and heat,2015,Carbon dioxide (CO2),OECD with EU15 effects,negative,-1.239,0.010,0.111,-11.191,0.000
Costa Rica,Electricity and heat,2015,Carbon dioxide (CO2),OECD with EU15 effects,negative,-1.652,0.001,0.101,-16.313,0.000
Costa Rica,Electricity and heat,2015,Carbon dioxide (CO2),OECD,negative,-1.281,0.010,0.112,-11.423,0.000
Costa Rica,Electricity and heat,2015,Carbon dioxide (CO2),OECD,negative,-1.656,0.001,0.100,-16.594,0.000
Costa Rica,Electricity and heat,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-1.256,0.050,0.094,-13.384,0.000
Costa Rica,Electricity and heat,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-1.210,0.010,0.110,-10.983,0.000
Costa Rica,Electricity and heat,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-1.610,0.001,0.099,-16.306,0.000
Costa Rica,Electricity and heat,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-1.250,0.010,0.112,-11.162,0.000
Costa Rica,Electricity and heat,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-1.618,0.001,0.096,-16.893,0.000
Costa Rica,Electricity and heat,2017,Methane (CH4),OECD,negative,0.171,0.050,0.064,2.678,0.008
Costa Rica,Enteric fermentation,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.158,0.050,0.021,-7.639,0.000
Costa Rica,Enteric fermentation,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.184,0.010,0.023,-8.096,0.000
Costa Rica,Enteric fermentation,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.157,0.050,0.020,-7.919,0.000
Costa Rica,Enteric fermentation,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.175,0.010,0.022,-7.903,0.000
Costa Rica,Enteric fermentation,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.196,0.001,0.025,-7.882,0.000
Costa Rica,Enteric fermentation,2001,Methane (CH4),OECD with EU15 effects,negative,-0.157,0.050,0.020,-7.919,0.000
Costa Rica,Enteric fermentation,2001,Methane (CH4),OECD with EU15 effects,negative,-0.175,0.010,0.022,-7.903,0.000
Costa Rica,Enteric fermentation,2001,Methane (CH4),OECD with EU15 effects,negative,-0.196,0.001,0.025,-7.882,0.000
Costa Rica,Enteric fermentation,2008,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.073,0.050,0.019,3.921,0.000
Costa Rica,Enteric fermentation,2008,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.109,0.010,0.020,5.396,0.000
Costa Rica,Enteric fermentation,2008,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.106,0.001,0.023,4.676,0.000
Costa Rica,Enteric fermentation,2008,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.081,0.050,0.018,4.422,0.000
Costa Rica,Enteric fermentation,2008,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.103,0.010,0.020,5.268,0.000
Costa Rica,Enteric fermentation,2008,Methane (CH4),OECD with EU15 effects,positive,0.073,0.050,0.019,3.921,0.000
Costa Rica,Enteric fermentation,2008,Methane (CH4),OECD with EU15 effects,positive,0.109,0.010,0.020,5.396,0.000
Costa Rica,Enteric fermentation,2008,Methane (CH4),OECD with EU15 effects,positive,0.106,0.001,0.023,4.676,0.000
Costa Rica,Enteric fermentation,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.097,0.050,0.020,4.893,0.000
Costa Rica,Enteric fermentation,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.120,0.010,0.021,5.754,0.000
Costa Rica,Enteric fermentation,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.109,0.001,0.023,4.671,0.000
Costa Rica,Enteric fermentation,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.114,0.050,0.019,6.003,0.000
Costa Rica,Enteric fermentation,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.126,0.010,0.021,6.049,0.000
Costa Rica,Enteric fermentation,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.151,0.001,0.022,6.786,0.000
Costa Rica,Enteric fermentation,2017,Methane (CH4),OECD with EU15 effects,positive,0.097,0.050,0.020,4.893,0.000
Costa Rica,Enteric fermentation,2017,Methane (CH4),OECD with EU15 effects,positive,0.120,0.010,0.021,5.754,0.000
Costa Rica,Enteric fermentation,2017,Methane (CH4),OECD with EU15 effects,positive,0.109,0.001,0.023,4.671,0.000
Costa Rica,Glass Production,2009,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.171,0.050,0.065,2.636,0.009
Costa Rica,Glass Production,2009,Carbon dioxide (CO2),OECD,negative,0.172,0.050,0.078,2.205,0.028
Costa Rica,Glass Production,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.171,0.050,0.065,2.636,0.009
Costa Rica,Glass Production,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.172,0.050,0.078,2.205,0.028
Costa Rica,Incineration of waste,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.547,0.010,0.057,-9.521,0.000
Costa Rica,Incineration of waste,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.592,0.001,0.071,-8.330,0.000
Costa Rica,Incineration of waste,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.513,0.010,0.059,-8.737,0.000
Costa Rica,Incineration of waste,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.612,0.001,0.067,-9.195,0.000
Costa Rica,Incineration of waste,2007,Methane (CH4),OECD with EU15 effects,negative,-0.328,0.050,0.059,-5.510,0.000
Costa Rica,Incineration of waste,2007,Methane (CH4),OECD with EU15 effects,negative,-0.467,0.010,0.057,-8.125,0.000
Costa Rica,Incineration of waste,2007,Methane (CH4),OECD with EU15 effects,negative,-0.578,0.001,0.071,-8.174,0.000
Costa Rica,Incineration of waste,2007,Methane (CH4),OECD,negative,-0.271,0.050,0.059,-4.617,0.000
Costa Rica,Incineration of waste,2007,Methane (CH4),OECD,negative,-0.439,0.010,0.058,-7.572,0.000
Costa Rica,Incineration of waste,2007,Methane (CH4),OECD,negative,-0.486,0.001,0.071,-6.801,0.000
Costa Rica,Incineration of waste,2008,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.398,0.050,0.062,-6.465,0.000
Costa Rica,Incineration of waste,2008,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.341,0.050,0.063,-5.451,0.000
Costa Rica,Incineration of waste,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.202,0.050,0.066,-3.049,0.002
Costa Rica,Incineration of waste,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.223,0.050,0.067,-3.311,0.001
Costa Rica,Incineration of waste,2017,Methane (CH4),OECD with EU15 effects,negative,-0.232,0.050,0.063,-3.681,0.000
Costa Rica,Incineration of waste,2017,Methane (CH4),OECD,negative,-0.256,0.050,0.062,-4.097,0.000
Costa Rica,Indirect N20 - nitrogen,2004,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.281,0.001,0.033,8.571,0.000
Costa Rica,Indirect N20 - nitrogen,2004,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.316,0.001,0.036,8.804,0.000
Costa Rica,Indirect N20 - nitrogen,2013,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.141,0.050,0.028,5.117,0.000
Costa Rica,Indirect N20 - nitrogen,2013,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.150,0.010,0.029,5.200,0.000
Costa Rica,Indirect N20 - nitrogen,2013,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.158,0.001,0.032,4.988,0.000
Costa Rica,Indirect N20 - nitrogen,2013,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.151,0.050,0.028,5.338,0.000
Costa Rica,Indirect N20 - nitrogen,2013,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.166,0.010,0.030,5.625,0.000
Costa Rica,Indirect N20 - nitrogen,2013,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.187,0.001,0.034,5.429,0.000
Costa Rica,Indirect N2O  - managed soils,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.146,0.050,0.032,-4.572,0.000
Costa Rica,Indirect N2O  - managed soils,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.121,0.050,0.029,4.110,0.000
Costa Rica,Indirect N2O  - managed soils,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.091,0.050,0.022,4.229,0.000
Costa Rica,Indirect N2O  - managed soils,2018,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.106,0.050,0.024,4.382,0.000
Costa Rica,Indirect N2O  - managed soils,2018,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.130,0.050,0.025,5.245,0.000
Costa Rica,Indirect N2O  - managed soils,2018,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.169,0.010,0.028,6.065,0.000
Costa Rica,Indirect N2O - manure,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.138,0.050,0.021,6.565,0.000
Costa Rica,Indirect N2O - manure,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.195,0.010,0.021,9.147,0.000
Costa Rica,Indirect N2O - manure,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.156,0.050,0.020,7.707,0.000
Costa Rica,Indirect N2O - manure,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.205,0.010,0.022,9.418,0.000
Costa Rica,Indirect N2O - manure,2011,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.288,0.001,0.020,14.392,0.000
Costa Rica,Indirect N2O - manure,2011,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.282,0.001,0.019,14.847,0.000
Costa Rica,Liming,2005,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.636,0.050,0.188,3.377,0.001
Costa Rica,Liming,2005,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.529,0.010,0.196,2.697,0.007
Costa Rica,Liming,2005,Carbon dioxide (CO2),OECD,negative,0.618,0.050,0.191,3.237,0.001
Costa Rica,Liming,2005,Carbon dioxide (CO2),OECD,negative,0.524,0.010,0.193,2.713,0.007
Costa Rica,Liming,2005,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.636,0.050,0.188,3.377,0.001
Costa Rica,Liming,2005,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.529,0.010,0.196,2.697,0.007
Costa Rica,Liming,2005,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.618,0.050,0.191,3.237,0.001
Costa Rica,Liming,2005,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.524,0.010,0.193,2.713,0.007
Costa Rica,Manufacturing & construction,1999,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.327,0.010,0.055,5.976,0.000
Costa Rica,Manufacturing & construction,1999,Carbon dioxide (CO2),OECD,negative,0.366,0.010,0.057,6.478,0.000
Costa Rica,Manufacturing & construction,1999,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.328,0.010,0.054,6.038,0.000
Costa Rica,Manufacturing & construction,1999,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.371,0.010,0.056,6.630,0.000
Costa Rica,Manufacturing & construction,2003,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.292,0.050,0.046,6.384,0.000
Costa Rica,Manufacturing & construction,2003,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.402,0.001,0.048,8.336,0.000
Costa Rica,Manufacturing & construction,2003,Carbon dioxide (CO2),OECD,negative,0.450,0.001,0.047,9.579,0.000
Costa Rica,Manufacturing & construction,2003,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.414,0.001,0.048,8.628,0.000
Costa Rica,Manufacturing & construction,2003,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.461,0.001,0.047,9.894,0.000
Costa Rica,Manufacturing & construction,2004,Methane (CH4),OECD with EU15 effects,positive,0.646,0.010,0.055,11.711,0.000
Costa Rica,Manufacturing & construction,2004,Methane (CH4),OECD with EU15 effects,positive,0.608,0.001,0.060,10.206,0.000
Costa Rica,Manufacturing & construction,2004,Methane (CH4),OECD,negative,0.656,0.010,0.055,12.029,0.000
Costa Rica,Manufacturing & construction,2004,Methane (CH4),OECD,negative,0.612,0.001,0.061,10.077,0.000
Costa Rica,Manufacturing & construction,2007,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.291,0.010,0.041,7.172,0.000
Costa Rica,Manufacturing & construction,2007,Carbon dioxide (CO2),OECD,negative,0.258,0.050,0.043,6.007,0.000
Costa Rica,Manufacturing & construction,2007,Carbon dioxide (CO2),OECD,negative,0.357,0.010,0.045,7.975,0.000
Costa Rica,Manufacturing & construction,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.267,0.050,0.041,6.586,0.000
Costa Rica,Manufacturing & construction,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.300,0.010,0.040,7.446,0.000
Costa Rica,Manufacturing & construction,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.266,0.050,0.043,6.247,0.000
Costa Rica,Manufacturing & construction,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,0.367,0.010,0.044,8.303,0.000
