gas,sample,sector,target p-value,country,year,coef,std.error,t-stat,p-value,break direction
all_ghg,OECD,Incineration of waste,0.05,Portugal,2006,-1.008,0.056,-17.934,0.000,negative
all_ghg,OECD,Incineration of waste,0.05,SlovakRepublic,2010,-0.507,0.053,-9.599,0.000,negative
all_ghg,OECD,Incineration of waste,0.05,Sweden,2003,0.561,0.055,10.252,0.000,positive
all_ghg,OECD,Incineration of waste,0.01,Belgium,2012,-0.538,0.062,-8.675,0.000,negative
all_ghg,OECD,Incineration of waste,0.01,Canada,2008,-0.275,0.061,-4.491,0.000,negative
all_ghg,OECD,Incineration of waste,0.01,CostaRica,2008,-0.613,0.065,-9.398,0.000,negative
all_ghg,OECD,Incineration of waste,0.01,UnitedKingdom,2010,-0.458,0.061,-7.492,0.000,negative
all_ghg,OECD,Incineration of waste,0.01,Greece,2016,0.568,0.074,7.699,0.000,positive
all_ghg,OECD,Incineration of waste,0.01,Hungary,2008,-0.579,0.075,-7.694,0.000,negative
all_ghg,OECD,Incineration of waste,0.01,Hungary,2015,-0.766,0.083,-9.277,0.000,negative
all_ghg,OECD,Incineration of waste,0.01,Ireland,2012,-0.705,0.065,-10.863,0.000,negative
all_ghg,OECD,Incineration of waste,0.01,Luxembourg,2006,0.548,0.066,8.281,0.000,positive
all_ghg,OECD,Incineration of waste,0.01,Mexico,2013,0.570,0.064,8.918,0.000,positive
all_ghg,OECD,Incineration of waste,0.01,Netherlands,2006,0.716,0.062,11.502,0.000,positive
all_ghg,OECD,Incineration of waste,0.01,Norway,2006,0.732,0.062,11.724,0.000,positive
all_ghg,OECD,Incineration of waste,0.01,Portugal,2006,-1.003,0.066,-15.314,0.000,negative
all_ghg,OECD,Incineration of waste,0.01,SlovakRepublic,2010,-0.538,0.063,-8.596,0.000,negative
all_ghg,OECD,Incineration of waste,0.01,Sweden,2003,0.589,0.067,8.821,0.000,positive
all_ghg,OECD,Incineration of waste,0.01,Turkiye,2010,0.895,0.075,11.870,0.000,positive
all_ghg,OECD,Incineration of waste,0.001,Belgium,2012,-0.563,0.068,-8.221,0.000,negative
all_ghg,OECD,Incineration of waste,0.001,CostaRica,2008,-0.634,0.072,-8.791,0.000,negative
all_ghg,OECD,Incineration of waste,0.001,Denmark,2010,1.318,0.068,19.523,0.000,positive
all_ghg,OECD,Incineration of waste,0.001,UnitedKingdom,2010,-0.489,0.067,-7.247,0.000,negative
all_ghg,OECD,Incineration of waste,0.001,Greece,2016,0.556,0.081,6.826,0.000,positive
all_ghg,OECD,Incineration of waste,0.001,Hungary,2008,-0.587,0.083,-7.065,0.000,negative
all_ghg,OECD,Incineration of waste,0.001,Hungary,2015,-0.769,0.091,-8.427,0.000,negative
all_ghg,OECD,Incineration of waste,0.001,Ireland,2012,-0.734,0.072,-10.253,0.000,negative
all_ghg,OECD,Incineration of waste,0.001,Luxembourg,2006,0.518,0.073,7.092,0.000,positive
all_ghg,OECD,Incineration of waste,0.001,Netherlands,2006,0.692,0.069,10.073,0.000,positive
all_ghg,OECD,Incineration of waste,0.001,Norway,2006,0.703,0.069,10.222,0.000,positive
all_ghg,OECD,Incineration of waste,0.001,Portugal,2008,-1.022,0.072,-14.143,0.000,negative
all_ghg,OECD,Incineration of waste,0.001,SlovakRepublic,2010,-0.549,0.069,-7.950,0.000,negative
all_ghg,OECD,Incineration of waste,0.001,Turkiye,2006,0.400,0.096,4.169,0.000,positive
all_ghg,OECD,Incineration of waste,0.001,Turkiye,2013,0.471,0.112,4.188,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.05,Australia,2001,0.146,0.028,5.314,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.05,Chile,2007,0.224,0.034,6.624,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.05,Chile,2011,0.153,0.035,4.333,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.05,Colombia,2013,0.193,0.026,7.467,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.05,CostaRica,2013,0.141,0.028,4.971,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.05,Denmark,2012,-0.238,0.023,-10.521,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.05,Finland,2015,0.159,0.024,6.512,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.05,France,2007,-0.149,0.023,-6.619,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.05,UnitedKingdom,2003,-0.162,0.029,-5.591,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.05,UnitedKingdom,2011,-0.155,0.026,-5.854,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.05,Greece,2007,0.154,0.027,5.803,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.05,Greece,2015,0.079,0.030,2.644,0.008,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.05,Hungary,2005,0.132,0.023,5.617,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.05,Ireland,2003,-0.181,0.032,-5.699,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.05,Iceland,1999,-0.196,0.038,-5.079,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.05,Iceland,2016,-0.156,0.029,-5.423,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.05,Japan,2011,0.141,0.023,6.137,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.05,Lithuania,2005,0.092,0.028,3.266,0.001,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.05,Latvia,1999,-0.201,0.045,-4.416,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.05,Mexico,2005,0.258,0.024,10.973,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.05,Netherlands,2014,-0.146,0.027,-5.377,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.05,Netherlands,2020,-0.092,0.041,-2.264,0.024,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.05,Norway,2010,0.331,0.022,14.850,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.05,NewZealand,2014,0.121,0.025,4.945,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.05,SlovakRepublic,2007,-0.190,0.025,-7.517,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.05,SlovakRepublic,2019,0.122,0.033,3.654,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.05,Slovenia,2015,-0.178,0.025,-7.124,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.05,Sweden,2005,-0.186,0.023,-8.150,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.05,Turkiye,2007,0.166,0.029,5.732,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.05,Turkiye,2014,0.083,0.030,2.744,0.006,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.05,UnitedStates,2006,-0.232,0.025,-9.287,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.01,Australia,2001,0.161,0.029,5.456,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.01,Chile,2007,0.231,0.036,6.445,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.01,Chile,2011,0.210,0.036,5.857,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.01,Colombia,2013,0.220,0.026,8.333,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.01,CostaRica,2004,0.290,0.031,9.394,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.01,CostaRica,2013,0.148,0.030,4.992,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.01,Denmark,2012,-0.244,0.024,-10.067,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.01,Estonia,2010,0.214,0.027,7.799,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.01,Finland,2015,0.148,0.026,5.672,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.01,France,2007,-0.152,0.024,-6.285,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.01,UnitedKingdom,2009,-0.243,0.024,-10.180,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.01,Greece,2007,0.180,0.025,7.204,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.01,Hungary,2005,0.120,0.025,4.825,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.01,Ireland,2007,-0.306,0.029,-10.570,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.01,Iceland,1999,-0.201,0.041,-4.950,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.01,Iceland,2016,-0.167,0.030,-5.508,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.01,Japan,2011,0.133,0.024,5.411,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.01,Luxembourg,2020,-0.322,0.045,-7.141,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.01,Latvia,1999,-0.277,0.040,-6.884,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.01,Mexico,2005,0.266,0.025,10.555,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.01,Netherlands,2014,-0.182,0.025,-7.223,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.01,Norway,2010,0.330,0.024,13.779,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.01,NewZealand,2014,0.120,0.026,4.580,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.01,SlovakRepublic,2007,-0.174,0.025,-6.979,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.01,Slovenia,2015,-0.194,0.027,-7.300,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.01,Sweden,2005,-0.186,0.025,-7.591,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.01,Turkiye,2007,0.198,0.030,6.568,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.01,Turkiye,2014,0.092,0.032,2.824,0.005,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.01,UnitedStates,2006,-0.220,0.026,-8.380,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.001,Chile,2007,0.239,0.042,5.669,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.001,Chile,2011,0.217,0.042,5.137,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.001,Colombia,2013,0.247,0.030,8.304,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.001,CostaRica,2004,0.319,0.036,8.946,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.001,CostaRica,2013,0.181,0.034,5.256,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.001,Denmark,2012,-0.254,0.029,-8.906,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.001,Estonia,2010,0.245,0.032,7.701,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.001,Estonia,2019,-0.625,0.044,-14.211,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.001,France,2006,-0.183,0.029,-6.351,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.001,UnitedKingdom,2009,-0.269,0.028,-9.586,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.001,Greece,2007,0.163,0.029,5.571,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.001,Ireland,2007,-0.297,0.034,-8.771,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.001,Ireland,2015,-0.301,0.038,-7.939,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.001,Iceland,1999,-0.243,0.042,-5.744,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.001,Luxembourg,2015,-0.480,0.035,-13.859,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.001,Latvia,1999,-0.276,0.042,-6.538,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.001,Mexico,2005,0.244,0.030,8.280,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.001,Netherlands,2014,-0.199,0.030,-6.693,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.001,Norway,2010,0.323,0.028,11.531,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.001,Sweden,2004,-0.212,0.030,-7.137,0.000,negative
all_ghg,OECD,Indirect N20 - nitrogen,0.001,Turkiye,2007,0.237,0.031,7.773,0.000,positive
all_ghg,OECD,Indirect N20 - nitrogen,0.001,UnitedStates,2006,-0.276,0.030,-9.042,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.05,Australia,2011,0.097,0.020,4.949,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.05,Canada,2006,0.157,0.026,6.129,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.05,Canada,2011,0.149,0.027,5.543,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.05,Switzerland,2012,-0.122,0.019,-6.588,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.05,Chile,2001,0.175,0.025,7.016,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.05,Chile,2010,-0.118,0.021,-5.607,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.05,Colombia,2000,0.188,0.024,7.879,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.05,CostaRica,2006,0.081,0.022,3.656,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.05,CostaRica,2018,0.126,0.025,4.938,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.05,Czechia,2020,-0.193,0.029,-6.629,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.05,Germany,2017,-0.154,0.022,-6.929,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.05,Estonia,2006,0.095,0.024,3.868,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.05,France,2020,-0.171,0.029,-5.908,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.05,UnitedKingdom,2002,-0.114,0.024,-4.741,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.05,UnitedKingdom,2011,-0.049,0.021,-2.347,0.019,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.05,Greece,2003,-0.129,0.020,-6.368,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.05,Hungary,2007,-0.089,0.019,-4.576,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.05,Ireland,2000,-0.100,0.025,-4.024,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.05,Ireland,2018,-0.168,0.026,-6.529,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.05,Israel,2002,0.122,0.022,5.425,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.05,Japan,2011,-0.104,0.019,-5.546,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.05,"Korea,Rep",2001,-0.175,0.028,-6.282,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.05,Mexico,2007,0.149,0.021,7.174,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.05,Mexico,2017,0.082,0.024,3.354,0.001,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.05,Netherlands,1998,-0.152,0.029,-5.235,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.05,NewZealand,2010,0.117,0.021,5.613,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.05,Poland,2013,-0.071,0.021,-3.358,0.001,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.05,Portugal,2001,-0.116,0.022,-5.246,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.05,SlovakRepublic,2008,-0.065,0.021,-3.143,0.002,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.05,Slovenia,1998,0.250,0.032,7.885,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.05,Slovenia,2007,-0.309,0.032,-9.758,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.05,Sweden,2003,-0.135,0.024,-5.724,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.05,Sweden,2011,-0.061,0.022,-2.820,0.005,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.05,Turkiye,2016,0.175,0.028,6.345,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.05,UnitedStates,2003,0.068,0.023,3.015,0.003,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.01,Canada,2006,0.238,0.023,10.191,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.01,Canada,2018,0.197,0.030,6.647,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.01,Switzerland,2012,-0.124,0.022,-5.740,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.01,Chile,2001,0.173,0.029,5.909,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.01,Chile,2010,-0.147,0.024,-5.998,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.01,Colombia,2000,0.178,0.028,6.409,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.01,Czechia,2020,-0.193,0.034,-5.665,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.01,Germany,2017,-0.136,0.026,-5.255,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.01,Estonia,2006,0.090,0.026,3.442,0.001,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.01,Estonia,2019,0.228,0.033,6.992,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.01,UnitedKingdom,2002,-0.127,0.025,-5.154,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.01,Hungary,2007,-0.078,0.022,-3.491,0.001,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.01,Ireland,2018,-0.158,0.042,-3.802,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.01,Ireland,2020,-0.143,0.051,-2.817,0.005,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.01,Iceland,2013,-0.326,0.024,-13.815,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.01,Israel,2002,0.095,0.026,3.712,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.01,"Korea,Rep",2001,-0.236,0.028,-8.424,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.01,Latvia,2013,0.145,0.043,3.398,0.001,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.01,Latvia,2015,0.341,0.044,7.751,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.01,Mexico,2007,0.143,0.024,5.912,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.01,Mexico,2017,0.081,0.029,2.820,0.005,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.01,NewZealand,2002,0.284,0.034,8.258,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.01,Poland,2013,-0.085,0.024,-3.499,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.01,SlovakRepublic,2008,-0.082,0.023,-3.569,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.01,Slovenia,1998,0.264,0.037,7.115,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.01,Slovenia,2007,-0.254,0.058,-4.342,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.01,Slovenia,2008,-0.254,0.057,-4.445,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.01,Sweden,2003,-0.124,0.028,-4.467,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.01,Sweden,2011,-0.071,0.025,-2.786,0.005,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.01,Turkiye,2016,0.194,0.027,7.253,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.001,Canada,2006,0.250,0.027,9.249,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.001,Canada,2018,0.198,0.034,5.797,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.001,Colombia,2000,0.167,0.032,5.212,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.001,Estonia,2006,-0.324,0.050,-6.437,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.001,Estonia,2008,0.502,0.048,10.374,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.001,Ireland,2018,-0.216,0.034,-6.442,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.001,Iceland,2013,-0.341,0.027,-12.573,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.001,"Korea,Rep",2001,-0.195,0.032,-6.132,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.001,Lithuania,1999,0.476,0.041,11.503,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.001,Latvia,2013,0.186,0.049,3.793,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.001,Latvia,2015,0.350,0.051,6.883,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.001,Mexico,2007,0.176,0.025,7.033,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.001,NewZealand,2002,0.392,0.028,13.828,0.000,positive
all_ghg,OECD,Indirect N2O  - managed soils,0.001,Slovenia,2008,-0.413,0.025,-16.605,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.001,Sweden,2003,-0.152,0.027,-5.656,0.000,negative
all_ghg,OECD,Indirect N2O  - managed soils,0.001,Turkiye,2016,0.225,0.030,7.401,0.000,positive
all_ghg,OECD,Indirect N2O - manure,0.05,Australia,2015,-0.143,0.016,-8.764,0.000,negative
all_ghg,OECD,Indirect N2O - manure,0.05,Belgium,2003,-0.126,0.015,-8.259,0.000,negative
all_ghg,OECD,Indirect N2O - manure,0.05,Canada,2010,-0.072,0.014,-5.098,0.000,negative
all_ghg,OECD,Indirect N2O - manure,0.05,Switzerland,2013,-0.074,0.015,-5.076,0.000,negative
all_ghg,OECD,Indirect N2O - manure,0.05,Chile,2004,0.100,0.019,5.158,0.000,positive
all_ghg,OECD,Indirect N2O - manure,0.05,Chile,2011,0.041,0.018,2.296,0.022,positive
all_ghg,OECD,Indirect N2O - manure,0.05,Colombia,2000,0.145,0.022,6.571,0.000,positive
all_ghg,OECD,Indirect N2O - manure,0.05,Colombia,2006,-0.160,0.026,-6.286,0.000,negative
all_ghg,OECD,Indirect N2O - manure,0.05,Colombia,2009,0.210,0.026,8.175,0.000,positive
all_ghg,OECD,Indirect N2O - manure,0.05,Colombia,2015,-0.200,0.021,-9.546,0.000,negative
all_ghg,OECD,Indirect N2O - manure,0.05,CostaRica,2006,0.141,0.022,6.398,0.000,positive
all_ghg,OECD,Indirect N2O - manure,0.05,Czechia,2009,-0.136,0.018,-7.663,0.000,negative
all_ghg,OECD,Indirect N2O - manure,0.05,Denmark,2001,0.071,0.017,4.169,0.000,positive
all_ghg,OECD,Indirect N2O - manure,0.05,Spain,1999,0.109,0.020,5.405,0.000,positive
all_ghg,OECD,Indirect N2O - manure,0.05,Spain,2016,0.123,0.017,7.084,0.000,positive
all_ghg,OECD,Indirect N2O - manure,0.05,Estonia,1997,-0.225,0.028,-7.996,0.000,negative
all_ghg,OECD,Indirect N2O - manure,0.05,Finland,2004,-0.077,0.015,-5.224,0.000,negative
all_ghg,OECD,Indirect N2O - manure,0.05,UnitedKingdom,2002,-0.116,0.018,-6.355,0.000,negative
all_ghg,OECD,Indirect N2O - manure,0.05,UnitedKingdom,2011,-0.039,0.016,-2.442,0.015,negative
all_ghg,OECD,Indirect N2O - manure,0.05,Greece,2010,0.052,0.016,3.318,0.001,positive
all_ghg,OECD,Indirect N2O - manure,0.05,Ireland,2006,-0.071,0.016,-4.418,0.000,negative
all_ghg,OECD,Indirect N2O - manure,0.05,Ireland,2018,-0.059,0.021,-2.797,0.005,negative
all_ghg,OECD,Indirect N2O - manure,0.05,Israel,1998,0.132,0.023,5.639,0.000,positive
all_ghg,OECD,Indirect N2O - manure,0.05,Israel,2013,-0.055,0.017,-3.341,0.001,negative
all_ghg,OECD,Indirect N2O - manure,0.05,Italy,2017,0.136,0.018,7.773,0.000,positive
all_ghg,OECD,Indirect N2O - manure,0.05,Japan,2013,0.076,0.015,5.090,0.000,positive
all_ghg,OECD,Indirect N2O - manure,0.05,"Korea,Rep",2017,0.114,0.021,5.499,0.000,positive
all_ghg,OECD,Indirect N2O - manure,0.05,Lithuania,2000,-0.149,0.024,-6.118,0.000,negative
all_ghg,OECD,Indirect N2O - manure,0.05,Lithuania,2004,0.106,0.022,4.857,0.000,positive
all_ghg,OECD,Indirect N2O - manure,0.05,Luxembourg,2003,-0.077,0.018,-4.187,0.000,negative
all_ghg,OECD,Indirect N2O - manure,0.05,Luxembourg,2011,-0.054,0.018,-3.034,0.002,negative
all_ghg,OECD,Indirect N2O - manure,0.05,Latvia,2008,0.068,0.019,3.473,0.001,positive
all_ghg,OECD,Indirect N2O - manure,0.05,Latvia,2014,0.062,0.019,3.215,0.001,positive
